決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2024/02/08","東京電力ホールディングス","9501 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","200","744.5","752.6","148900","150520","--","--","--","--","--","1","--","--","--","--","2024/02/13","+1620"
"2024/02/08","東京電力ホールディングス","9501 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","600","744.6","752.6","446760","451560","--","--","--","--","--","1","--","--","--","--","2024/02/13","+4800"
"2024/02/08","東京電力ホールディングス","9501 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","200","744.6","752.6","148920","150520","--","--","--","--","--","1","--","--","--","--","2024/02/13","+1600"
"2024/02/08","中外製薬","4519 ","東証","信用返済買","日計り","特定","申告","東証","2024/02/08","売建","300","5340","5372","1602000","1611600","--","--","--","--","--","1","--","--","--","--","2024/02/13","-9600"
"2024/02/08","リクルートホールディングス","6098 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/02/08","売建","200","5812","5842.5","1162400","1168500","--","--","--","--","--","1","--","--","--","--","2024/02/13","-6100"
"2024/02/09","日清製粉グループ本社","2002 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","300","2070","2066.2","621000","619860","--","--","--","--","--","1","--","--","--","--","2024/02/14","-1140"
"2024/02/09","日清製粉グループ本社","2002 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","2070","2066.2","207000","206620","--","--","--","--","--","1","--","--","--","--","2024/02/14","-380"
"2024/02/09","日清製粉グループ本社","2002 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","2070","2066.1","207000","206610","--","--","--","--","--","1","--","--","--","--","2024/02/14","-390"
"2024/02/09","レゾナック・ホールディングス","4004 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","2946.5","2967.5","589300","593500","--","--","--","--","--","1","--","--","--","--","2024/02/14","+4200"
"2024/02/09","レゾナック・ホールディングス","4004 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","300","2946.5","2968","883950","890400","--","--","--","--","--","1","--","--","--","--","2024/02/14","+6450"
"2024/02/09","レゾナック・ホールディングス","4004 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","2946.5","2968","294650","296800","--","--","--","--","--","1","--","--","--","--","2024/02/14","+2150"
"2024/02/09","電通グループ","4324 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","300","3938","4035.2","1181400","1210560","--","--","--","--","--","1","--","--","--","--","2024/02/14","+29160"
"2024/02/09","電通グループ","4324 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","3938","4035.1","787600","807020","--","--","--","--","--","1","--","--","--","--","2024/02/14","+19420"
"2024/02/09","ＬＩＮＥヤフー","4689 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","4000","436.7","437.1","1746800","1748400","--","--","--","--","--","1","--","--","--","--","2024/02/14","+1600"
"2024/02/09","ＬＩＮＥヤフー","4689 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","436.7","437.2","87340","87440","--","--","--","--","--","1","--","--","--","--","2024/02/14","+100"
"2024/02/09","資生堂","4911 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","300","4150","4176.3","1245000","1252890","--","--","--","--","--","1","--","--","--","--","2024/02/14","+7890"
"2024/02/09","資生堂","4911 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","4150","4176.4","415000","417640","--","--","--","--","--","1","--","--","--","--","2024/02/14","+2640"
"2024/02/09","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","700","817.4","826.1","572180","578270","--","--","--","--","--","1","--","--","--","--","2024/02/14","+6090"
"2024/02/09","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","817.3","826.1","163460","165220","--","--","--","--","--","1","--","--","--","--","2024/02/14","+1760"
"2024/02/09","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","817.4","826.2","81740","82620","--","--","--","--","--","1","--","--","--","--","2024/02/14","+880"
"2024/02/09","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","800","817.3","826","653840","660800","--","--","--","--","--","1","--","--","--","--","2024/02/14","+6960"
"2024/02/09","出光興産","5019 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","817.2","826.2","81720","82620","--","--","--","--","--","1","--","--","--","--","2024/02/14","+900"
"2024/02/09","出光興産","5019 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","817.2","826.2","163440","165240","--","--","--","--","--","1","--","--","--","--","2024/02/14","+1800"
"2024/02/09","大平洋金属","5541 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","1332","1333","133200","133300","--","--","--","--","--","1","--","--","--","--","2024/02/14","+100"
"2024/02/09","大平洋金属","5541 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","1332","1333.1","266400","266620","--","--","--","--","--","1","--","--","--","--","2024/02/14","+220"
"2024/02/09","大平洋金属","5541 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","1333","1339.8","133300","133980","--","--","--","--","--","1","--","--","--","--","2024/02/14","+680"
"2024/02/09","大平洋金属","5541 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","1334","1339.1","133400","133910","--","--","--","--","--","1","--","--","--","--","2024/02/14","+510"
"2024/02/09","大平洋金属","5541 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","1332","1333.1","266400","266620","--","--","--","--","--","1","--","--","--","--","2024/02/14","+220"
"2024/02/09","大平洋金属","5541 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","1333","1339.1","266600","267820","--","--","--","--","--","1","--","--","--","--","2024/02/14","+1220"
"2024/02/09","大平洋金属","5541 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","1333","1333","266600","266600","--","--","--","--","--","1","--","--","--","--","2024/02/14","--"
"2024/02/09","大平洋金属","5541 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","1333","1332","266600","266400","--","--","--","--","--","1","--","--","--","--","2024/02/14","-200"
"2024/02/09","大平洋金属","5541 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","1333","1332","266600","266400","--","--","--","--","--","1","--","--","--","--","2024/02/14","-200"
"2024/02/09","大平洋金属","5541 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","1332","1333","266400","266600","--","--","--","--","--","1","--","--","--","--","2024/02/14","+200"
"2024/02/09","大平洋金属","5541 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","1333","1339.7","133300","133970","--","--","--","--","--","1","--","--","--","--","2024/02/14","+670"
"2024/02/09","ヤマハ","7951 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","3347","3351.5","334700","335150","--","--","--","--","--","1","--","--","--","--","2024/02/14","+450"
"2024/02/09","ヤマハ","7951 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","300","3347","3351.4","1004100","1005420","--","--","--","--","--","1","--","--","--","--","2024/02/14","+1320"
"2024/02/09","ヤマハ","7951 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","3346","3351.5","334600","335150","--","--","--","--","--","1","--","--","--","--","2024/02/14","+550"
"2024/02/09","りそなホールディングス","8308 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","797.6","800.1","79760","80010","--","--","--","--","--","1","--","--","--","--","2024/02/14","+250"
"2024/02/09","りそなホールディングス","8308 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","1300","797.6","800.2","1036880","1040260","--","--","--","--","--","1","--","--","--","--","2024/02/14","+3380"
"2024/02/09","りそなホールディングス","8308 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","797.6","800.2","79760","80020","--","--","--","--","--","1","--","--","--","--","2024/02/14","+260"
"2024/02/09","りそなホールディングス","8308 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","797.7","800.2","79770","80020","--","--","--","--","--","1","--","--","--","--","2024/02/14","+250"
"2024/02/09","りそなホールディングス","8308 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","797.7","800.2","79770","80020","--","--","--","--","--","1","--","--","--","--","2024/02/14","+250"
"2024/02/09","Ｔ＆Ｄホールディングス","8795 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","200","2344","2334.6","468800","466920","--","--","--","--","--","1","--","--","--","--","2024/02/14","-1880"
"2024/02/09","Ｔ＆Ｄホールディングス","8795 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","300","2344","2334.5","703200","700350","--","--","--","--","--","1","--","--","--","--","2024/02/14","-2850"
"2024/02/09","Ｔ＆Ｄホールディングス","8795 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/09","買建","100","2344","2334.5","234400","233450","--","--","--","--","--","1","--","--","--","--","2024/02/14","-950"
"2024/02/13","大和ハウス工業","1925 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","300","4346","4343","1303800","1302900","--","--","--","--","--","1","--","--","--","--","2024/02/15","-900"
"2024/02/13","大和ハウス工業","1925 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","200","4346","4342","869200","868400","--","--","--","--","--","1","--","--","--","--","2024/02/15","-800"
"2024/02/13","日清製粉グループ本社","2002 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","2048","2056.8","204800","205680","--","--","--","--","--","1","--","--","--","--","2024/02/15","+880"
"2024/02/13","日清製粉グループ本社","2002 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","2048","2056.7","204800","205670","--","--","--","--","--","1","--","--","--","--","2024/02/15","+870"
"2024/02/13","日清製粉グループ本社","2002 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","2048","2056.6","204800","205660","--","--","--","--","--","1","--","--","--","--","2024/02/15","+860"
"2024/02/13","日清製粉グループ本社","2002 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","2048","2056.8","204800","205680","--","--","--","--","--","1","--","--","--","--","2024/02/15","+880"
"2024/02/13","日清製粉グループ本社","2002 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","2048","2056.7","204800","205670","--","--","--","--","--","1","--","--","--","--","2024/02/15","+870"
"2024/02/13","日清製粉グループ本社","2002 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","200","2048","2056.5","409600","411300","--","--","--","--","--","1","--","--","--","--","2024/02/15","+1700"
"2024/02/13","アサヒグループホールディングス","2502 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","5544","5533.1","554400","553310","--","--","--","--","--","1","--","--","--","--","2024/02/15","-1090"
"2024/02/13","アサヒグループホールディングス","2502 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","200","5544","5533.1","1108800","1106620","--","--","--","--","--","1","--","--","--","--","2024/02/15","-2180"
"2024/02/13","アサヒグループホールディングス","2502 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","5544","5533.2","554400","553320","--","--","--","--","--","1","--","--","--","--","2024/02/15","-1080"
"2024/02/13","花王","4452 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","200","5656","5673.1","1131200","1134620","--","--","--","--","--","1","--","--","--","--","2024/02/15","+3420"
"2024/02/13","花王","4452 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","200","5656","5673.2","1131200","1134640","--","--","--","--","--","1","--","--","--","--","2024/02/15","+3440"
"2024/02/13","大塚ホールディングス","4578 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","5044","5124.6","504400","512460","--","--","--","--","--","1","--","--","--","--","2024/02/15","+8060"
"2024/02/13","大塚ホールディングス","4578 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","5044","5124.8","504400","512480","--","--","--","--","--","1","--","--","--","--","2024/02/15","+8080"
"2024/02/13","大塚ホールディングス","4578 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","5044","5125.1","504400","512510","--","--","--","--","--","1","--","--","--","--","2024/02/15","+8110"
"2024/02/13","オリエンタルランド","4661 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","5137","5176.6","513700","517660","--","--","--","--","--","1","--","--","--","--","2024/02/15","+3960"
"2024/02/13","オリエンタルランド","4661 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","300","5210","5206","1563000","1561800","--","--","--","--","--","1","--","--","--","--","2024/02/15","-1200"
"2024/02/13","資生堂","4911 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","400","4282","4257.1","1712800","1702840","--","--","--","--","--","1","--","--","--","--","2024/02/15","-9960"
"2024/02/13","パナソニック　ホールディングス","6752 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","1408.5","1432.2","140850","143220","--","--","--","--","--","1","--","--","--","--","2024/02/15","+2370"
"2024/02/13","スズキ","7269 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","200","6520","6586","1304000","1317200","--","--","--","--","--","1","--","--","--","--","2024/02/15","+13200"
"2024/02/13","りそなホールディングス","8308 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","300","796","804.1","238800","241230","--","--","--","--","--","1","--","--","--","--","2024/02/15","+2430"
"2024/02/13","りそなホールディングス","8308 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","400","796","804.1","318400","321640","--","--","--","--","--","1","--","--","--","--","2024/02/15","+3240"
"2024/02/13","りそなホールディングス","8308 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","100","796","804.1","79600","80410","--","--","--","--","--","1","--","--","--","--","2024/02/15","+810"
"2024/02/13","りそなホールディングス","8308 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","300","796","804.1","238800","241230","--","--","--","--","--","1","--","--","--","--","2024/02/15","+2430"
"2024/02/13","りそなホールディングス","8308 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/13","買建","900","796","804","716400","723600","--","--","--","--","--","1","--","--","--","--","2024/02/15","+7200"
"2024/02/14","長谷工コーポレーション","1808 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","500","1847.5","1872.6","923750","936300","--","--","--","--","--","1","--","--","--","--","2024/02/16","+12550"
"2024/02/14","長谷工コーポレーション","1808 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","100","1847.5","1872.6","184750","187260","--","--","--","--","--","1","--","--","--","--","2024/02/16","+2510"
"2024/02/14","長谷工コーポレーション","1808 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","300","1847.5","1872.7","554250","561810","--","--","--","--","--","1","--","--","--","--","2024/02/16","+7560"
"2024/02/14","長谷工コーポレーション","1808 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","100","1847.5","1872.6","184750","187260","--","--","--","--","--","1","--","--","--","--","2024/02/16","+2510"
"2024/02/14","大和ハウス工業","1925 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","200","4314","4324.2","862800","864840","--","--","--","--","--","1","--","--","--","--","2024/02/16","+2040"
"2024/02/14","大和ハウス工業","1925 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","100","4314","4324.2","431400","432420","--","--","--","--","--","1","--","--","--","--","2024/02/16","+1020"
"2024/02/14","大和ハウス工業","1925 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","100","4314","4324.3","431400","432430","--","--","--","--","--","1","--","--","--","--","2024/02/16","+1030"
"2024/02/14","旭化成","3407 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","400","1021","1019.6","408400","407840","--","--","--","--","--","1","--","--","--","--","2024/02/16","-560"
"2024/02/14","旭化成","3407 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","100","1021","1019.5","102100","101950","--","--","--","--","--","1","--","--","--","--","2024/02/16","-150"
"2024/02/14","旭化成","3407 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","400","1021","1019.5","408400","407800","--","--","--","--","--","1","--","--","--","--","2024/02/16","-600"
"2024/02/14","旭化成","3407 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","800","1021","1019.5","816800","815600","--","--","--","--","--","1","--","--","--","--","2024/02/16","-1200"
"2024/02/14","旭化成","3407 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","300","1021","1019","306300","305700","--","--","--","--","--","1","--","--","--","--","2024/02/16","-600"
"2024/02/14","東ソー","4042 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","100","1905","1934","190500","193400","--","--","--","--","--","1","--","--","--","--","2024/02/16","+2900"
"2024/02/14","東ソー","4042 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","700","1905","1934","1333500","1353800","--","--","--","--","--","1","--","--","--","--","2024/02/16","+20300"
"2024/02/14","神戸製鋼所","5406 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","600","1961","1927","1176600","1156200","--","--","--","--","--","1","--","--","--","--","2024/02/16","-20400"
"2024/02/14","Ｔ＆Ｄホールディングス","8795 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","300","2353","2333.2","705900","699960","--","--","--","--","--","1","--","--","--","--","2024/02/16","-5940"
"2024/02/14","Ｔ＆Ｄホールディングス","8795 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","300","2353","2333.3","705900","699990","--","--","--","--","--","1","--","--","--","--","2024/02/16","-5910"
"2024/02/15","明治ホールディングス","2269 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/14","買建","400","3391","3400","1356400","1360000","--","4400","--","--","200","4","--","440","--","5,040","2024/02/19","-1440"
"2024/02/15","旭化成","3407 ","PTS（X）","信用返済売","6ヶ月","特定","申告","PTS","2024/02/15","買建","300","1005.8","1004.1","301740","301230","--","--","--","--","23","1","--","--","--","23","2024/02/19","-533"
"2024/02/15","旭化成","3407 ","PTS（X）","信用返済売","6ヶ月","特定","申告","PTS","2024/02/15","買建","500","1005.8","1004.1","502900","502050","--","--","--","--","38","1","--","--","--","38","2024/02/19","-888"
"2024/02/15","旭化成","3407 ","PTS（X）","信用返済売","6ヶ月","特定","申告","PTS","2024/02/15","買建","600","1005.9","1004.1","603540","602460","--","--","--","--","46","1","--","--","--","46","2024/02/19","-1126"
"2024/02/15","旭化成","3407 ","PTS（X）","信用返済売","6ヶ月","特定","申告","PTS","2024/02/15","買建","500","1005.9","1004.2","502950","502100","--","--","--","--","38","1","--","--","--","38","2024/02/19","-888"
"2024/02/15","旭化成","3407 ","PTS（O）","信用返済売","6ヶ月","特定","申告","PTS","2024/02/15","買建","100","1005.9","1004.2","100590","100420","--","--","--","--","7","1","--","--","--","7","2024/02/19","-177"
"2024/02/15","富士フイルムホールディングス","4901 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/15","買建","200","9277","9284.2","1855400","1856840","--","--","--","--","--","1","--","--","--","--","2024/02/19","+1440"
"2024/02/15","ジェイテクト","6473 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/15","買建","200","1354","1329.7","270800","265940","--","--","--","--","--","1","--","--","--","--","2024/02/19","-4860"
"2024/02/15","ジェイテクト","6473 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/15","買建","200","1354","1329.8","270800","265960","--","--","--","--","--","1","--","--","--","--","2024/02/19","-4840"
"2024/02/15","ジェイテクト","6473 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/15","買建","400","1354","1329.8","541600","531920","--","--","--","--","--","1","--","--","--","--","2024/02/19","-9680"
"2024/02/15","ルネサスエレクトロニクス","6723 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/15","買建","500","2611","2556.5","1305500","1278250","--","--","--","--","--","1","--","--","--","--","2024/02/19","-27250"
"2024/02/15","ルネサスエレクトロニクス","6723 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/15","買建","100","2611","2556.5","261100","255650","--","--","--","--","--","1","--","--","--","--","2024/02/19","-5450"
"2024/02/15","丸紅","8002 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/15","買建","600","2390","2385.1","1434000","1431060","--","--","--","--","--","1","--","--","--","--","2024/02/19","-2940"
"2024/02/15","丸紅","8002 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/15","買建","100","2390","2385.1","239000","238510","--","--","--","--","--","1","--","--","--","--","2024/02/19","-490"


