決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2024/02/02","ディー・エヌ・エー","2432 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","1495","1524.5","149500","152450","--","--","--","--","--","1","--","--","--","--","2024/02/06","+2950"
"2024/02/02","アサヒグループホールディングス","2502 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","5470","5466","547000","546600","--","--","--","--","--","1","--","--","--","--","2024/02/06","-400"
"2024/02/02","アサヒグループホールディングス","2502 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","5470","5466.3","547000","546630","--","--","--","--","--","1","--","--","--","--","2024/02/06","-370"
"2024/02/02","アサヒグループホールディングス","2502 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","5470","5466.6","547000","546660","--","--","--","--","--","1","--","--","--","--","2024/02/06","-340"
"2024/02/02","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","900","825","824.7","742500","742230","--","--","--","--","--","1","--","--","--","--","2024/02/06","-270"
"2024/02/02","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","1000","825","824.6","825000","824600","--","--","--","--","--","1","--","--","--","--","2024/02/06","-400"
"2024/02/02","出光興産","5019 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","825","824.8","82500","82480","--","--","--","--","--","1","--","--","--","--","2024/02/06","-20"
"2024/02/02","出光興産","5019 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","825","824.7","82500","82470","--","--","--","--","--","1","--","--","--","--","2024/02/06","-30"
"2024/02/02","ルネサスエレクトロニクス","6723 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","500","2420","2410","1210000","1205000","--","--","--","--","--","1","--","--","--","--","2024/02/06","-5000"
"2024/02/02","パナソニック　ホールディングス","6752 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","200","1390","1393","278000","278600","--","--","--","--","--","1","--","--","--","--","2024/02/06","+600"
"2024/02/02","パナソニック　ホールディングス","6752 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","800","1390","1393","1112000","1114400","--","--","--","--","--","1","--","--","--","--","2024/02/06","+2400"
"2024/02/02","デンソー","6902 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","2295","2312.7","229500","231270","--","--","--","--","--","1","--","--","--","--","2024/02/06","+1770"
"2024/02/02","デンソー","6902 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","2295","2312.8","229500","231280","--","--","--","--","--","1","--","--","--","--","2024/02/06","+1780"
"2024/02/02","デンソー","6902 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","2295","2312.9","229500","231290","--","--","--","--","--","1","--","--","--","--","2024/02/06","+1790"
"2024/02/02","デンソー","6902 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","600","2295","2312.6","1377000","1387560","--","--","--","--","--","1","--","--","--","--","2024/02/06","+10560"
"2024/02/02","川崎重工業","7012 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","200","3311","3334.4","662200","666880","--","--","--","--","--","1","--","--","--","--","2024/02/06","+4680"
"2024/02/02","川崎重工業","7012 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","3311","3334.3","331100","333430","--","--","--","--","--","1","--","--","--","--","2024/02/06","+2330"
"2024/02/02","川崎重工業","7012 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","300","3311","3334.2","993300","1000260","--","--","--","--","--","1","--","--","--","--","2024/02/06","+6960"
"2024/02/02","ＴＯＰＰＡＮホールディングス","7911 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","200","4023","4009.3","804600","801860","--","--","--","--","--","1","--","--","--","--","2024/02/06","-2740"
"2024/02/02","ＴＯＰＰＡＮホールディングス","7911 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","4023","4009.5","402300","400950","--","--","--","--","--","1","--","--","--","--","2024/02/06","-1350"
"2024/02/02","ＴＯＰＰＡＮホールディングス","7911 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/02","買建","100","4023","4009.6","402300","400960","--","--","--","--","--","1","--","--","--","--","2024/02/06","-1340"
"2024/02/05","日清製粉グループ本社","2002 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","600","2084","2080.5","1250400","1248300","--","--","--","--","--","1","--","--","--","--","2024/02/07","-2100"
"2024/02/05","三井化学","4183 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","4344","4367","434400","436700","--","--","--","--","--","1","--","--","--","--","2024/02/07","+2300"
"2024/02/05","三井化学","4183 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","4344","4368.3","434400","436830","--","--","--","--","--","1","--","--","--","--","2024/02/07","+2430"
"2024/02/05","三井化学","4183 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","4344","4368.2","434400","436820","--","--","--","--","--","1","--","--","--","--","2024/02/07","+2420"
"2024/02/05","三井化学","4183 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","200","4344","4368","868800","873600","--","--","--","--","--","1","--","--","--","--","2024/02/07","+4800"
"2024/02/05","大塚ホールディングス","4578 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","5695","5730.5","569500","573050","--","--","--","--","--","1","--","--","--","--","2024/02/07","+3550"
"2024/02/05","大塚ホールディングス","4578 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","5695","5730.7","569500","573070","--","--","--","--","--","1","--","--","--","--","2024/02/07","+3570"
"2024/02/05","大塚ホールディングス","4578 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","5695","5730.6","569500","573060","--","--","--","--","--","1","--","--","--","--","2024/02/07","+3560"
"2024/02/05","オリエンタルランド","4661 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","300","5274","5276.2","1582200","1582860","--","--","--","--","--","1","--","--","--","--","2024/02/07","+660"
"2024/02/05","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","1200","825","826.8","990000","992160","--","--","--","--","--","1","--","--","--","--","2024/02/07","+2160"
"2024/02/05","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","600","825","826.7","495000","496020","--","--","--","--","--","1","--","--","--","--","2024/02/07","+1020"
"2024/02/05","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","300","825","826.9","247500","248070","--","--","--","--","--","1","--","--","--","--","2024/02/07","+570"
"2024/02/05","リクルートホールディングス","6098 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","200","5902","5837.1","1180400","1167420","--","--","--","--","--","1","--","--","--","--","2024/02/07","-12980"
"2024/02/05","ミネベアミツミ","6479 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","300","2912","2906.5","873600","871950","--","--","--","--","--","1","--","--","--","--","2024/02/07","-1650"
"2024/02/05","ミネベアミツミ","6479 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","2912","2906.5","291200","290650","--","--","--","--","--","1","--","--","--","--","2024/02/07","-550"
"2024/02/05","ミネベアミツミ","6479 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","2912","2906.5","291200","290650","--","--","--","--","--","1","--","--","--","--","2024/02/07","-550"
"2024/02/05","ＴＯＰＰＡＮホールディングス","7911 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","3994","4009.2","399400","400920","--","--","--","--","--","1","--","--","--","--","2024/02/07","+1520"
"2024/02/05","ＴＯＰＰＡＮホールディングス","7911 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","3994","4009.1","399400","400910","--","--","--","--","--","1","--","--","--","--","2024/02/07","+1510"
"2024/02/05","ＴＯＰＰＡＮホールディングス","7911 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","3994","4009.3","399400","400930","--","--","--","--","--","1","--","--","--","--","2024/02/07","+1530"
"2024/02/05","ＴＯＰＰＡＮホールディングス","7911 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/05","買建","100","3994","4009.3","399400","400930","--","--","--","--","--","1","--","--","--","--","2024/02/07","+1530"
"2024/02/05","リコー","7752 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/02/05","売建","200","1176","1185.9","235200","237180","--","--","--","--","--","1","--","--","--","--","2024/02/07","-1980"
"2024/02/05","リコー","7752 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/02/05","売建","200","1176","1185.8","235200","237160","--","--","--","--","--","1","--","--","--","--","2024/02/07","-1960"
"2024/02/05","リコー","7752 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/02/05","売建","200","1176","1185.7","235200","237140","--","--","--","--","--","1","--","--","--","--","2024/02/07","-1940"
"2024/02/05","リコー","7752 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/02/05","売建","500","1176","1185.8","588000","592900","--","--","--","--","--","1","--","--","--","--","2024/02/07","-4900"
"2024/02/05","リコー","7752 ","PTS（J）","信用返済買","日計り","特定","申告","東証","2024/02/05","売建","100","1176","1186","117600","118600","--","--","--","--","--","1","--","--","--","--","2024/02/07","-1000"
"2024/02/06","日清製粉グループ本社","2002 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","600","2080","2111","1248000","1266600","--","--","--","--","--","1","--","--","--","--","2024/02/08","+18600"
"2024/02/06","日清製粉グループ本社","2002 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","2080","2111","208000","211100","--","--","--","--","--","1","--","--","--","--","2024/02/08","+3100"
"2024/02/06","レゾナック・ホールディングス","4004 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","300","2943","2945.3","882900","883590","--","--","--","--","--","1","--","--","--","--","2024/02/08","+690"
"2024/02/06","レゾナック・ホールディングス","4004 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","2943","2945.2","294300","294520","--","--","--","--","--","1","--","--","--","--","2024/02/08","+220"
"2024/02/06","レゾナック・ホールディングス","4004 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","2943","2945.3","294300","294530","--","--","--","--","--","1","--","--","--","--","2024/02/08","+230"
"2024/02/06","レゾナック・ホールディングス","4004 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","2943","2945.2","294300","294520","--","--","--","--","--","1","--","--","--","--","2024/02/08","+220"
"2024/02/06","三井化学","4183 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","4340","4339.1","434000","433910","--","--","--","--","--","1","--","--","--","--","2024/02/08","-90"
"2024/02/06","三井化学","4183 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","200","4340","4339.1","868000","867820","--","--","--","--","--","1","--","--","--","--","2024/02/08","-180"
"2024/02/06","三井化学","4183 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","4340","4339.5","434000","433950","--","--","--","--","--","1","--","--","--","--","2024/02/08","-50"
"2024/02/06","三井化学","4183 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","4340","4339.6","434000","433960","--","--","--","--","--","1","--","--","--","--","2024/02/08","-40"
"2024/02/06","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","200","816.6","812.5","163320","162500","--","--","--","--","--","1","--","--","--","--","2024/02/08","-820"
"2024/02/06","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","700","812","814.8","568400","570360","--","--","--","--","--","1","--","--","--","--","2024/02/08","+1960"
"2024/02/06","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","400","816.6","812.3","326640","324920","--","--","--","--","--","1","--","--","--","--","2024/02/08","-1720"
"2024/02/06","出光興産","5019 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","200","816.6","812.5","163320","162500","--","--","--","--","--","1","--","--","--","--","2024/02/08","-820"
"2024/02/06","出光興産","5019 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","816.6","812.5","81660","81250","--","--","--","--","--","1","--","--","--","--","2024/02/08","-410"
"2024/02/06","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","1400","812","814.7","1136800","1140580","--","--","--","--","--","1","--","--","--","--","2024/02/08","+3780"
"2024/02/06","出光興産","5019 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","2100","816.6","812.4","1714860","1706040","--","--","--","--","--","1","--","--","--","--","2024/02/08","-8820"
"2024/02/06","リクルートホールディングス","6098 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","300","5675","5761.3","1702500","1728390","--","--","--","--","--","1","--","--","--","--","2024/02/08","+25890"
"2024/02/06","ミネベアミツミ","6479 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","300","2860.5","2851","858150","855300","--","--","--","--","--","1","--","--","--","--","2024/02/08","-2850"
"2024/02/06","ミネベアミツミ","6479 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","2860.5","2851.3","286050","285130","--","--","--","--","--","1","--","--","--","--","2024/02/08","-920"
"2024/02/06","ミネベアミツミ","6479 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","2860.5","2851.2","286050","285120","--","--","--","--","--","1","--","--","--","--","2024/02/08","-930"
"2024/02/06","ＩＨＩ","7013 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","2774","2755.4","277400","275540","--","--","--","--","--","1","--","--","--","--","2024/02/08","-1860"
"2024/02/06","ＩＨＩ","7013 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","300","2774","2755.2","832200","826560","--","--","--","--","--","1","--","--","--","--","2024/02/08","-5640"
"2024/02/06","ＩＨＩ","7013 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","200","2774","2755.3","554800","551060","--","--","--","--","--","1","--","--","--","--","2024/02/08","-3740"
"2024/02/06","ＩＨＩ","7013 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/06","買建","100","2774","2755.3","277400","275530","--","--","--","--","--","1","--","--","--","--","2024/02/08","-1870"
"2024/02/07","日清製粉グループ本社","2002 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","2073","2077","207300","207700","--","--","--","--","--","1","--","--","--","--","2024/02/09","+400"
"2024/02/07","日清製粉グループ本社","2002 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","2073","2077","207300","207700","--","--","--","--","--","1","--","--","--","--","2024/02/09","+400"
"2024/02/07","日清製粉グループ本社","2002 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","2073.5","2077.1","207350","207710","--","--","--","--","--","1","--","--","--","--","2024/02/09","+360"
"2024/02/07","日清製粉グループ本社","2002 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","2073.5","2077","207350","207700","--","--","--","--","--","1","--","--","--","--","2024/02/09","+350"
"2024/02/07","日清製粉グループ本社","2002 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","2073","2077","207300","207700","--","--","--","--","--","1","--","--","--","--","2024/02/09","+400"
"2024/02/07","ディー・エヌ・エー","2432 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","1517.5","1523.3","151750","152330","--","--","--","--","--","1","--","--","--","--","2024/02/09","+580"
"2024/02/07","ディー・エヌ・エー","2432 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","1518","1523.3","151800","152330","--","--","--","--","--","1","--","--","--","--","2024/02/09","+530"
"2024/02/07","ディー・エヌ・エー","2432 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","1517","1523.4","151700","152340","--","--","--","--","--","1","--","--","--","--","2024/02/09","+640"
"2024/02/07","ディー・エヌ・エー","2432 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","1518","1523.4","151800","152340","--","--","--","--","--","1","--","--","--","--","2024/02/09","+540"
"2024/02/07","ディー・エヌ・エー","2432 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","1517.5","1523.5","151750","152350","--","--","--","--","--","1","--","--","--","--","2024/02/09","+600"
"2024/02/07","ディー・エヌ・エー","2432 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","1518.5","1523","151850","152300","--","--","--","--","--","1","--","--","--","--","2024/02/09","+450"
"2024/02/07","ディー・エヌ・エー","2432 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","200","1517","1523.5","303400","304700","--","--","--","--","--","1","--","--","--","--","2024/02/09","+1300"
"2024/02/07","ディー・エヌ・エー","2432 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","1517","1523.4","151700","152340","--","--","--","--","--","1","--","--","--","--","2024/02/09","+640"
"2024/02/07","ディー・エヌ・エー","2432 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","200","1517","1523.5","303400","304700","--","--","--","--","--","1","--","--","--","--","2024/02/09","+1300"
"2024/02/07","ディー・エヌ・エー","2432 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","400","1518","1523","607200","609200","--","--","--","--","--","1","--","--","--","--","2024/02/09","+2000"
"2024/02/07","レゾナック・ホールディングス","4004 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","400","2945","2969","1178000","1187600","--","--","--","--","--","1","--","--","--","--","2024/02/09","+9600"
"2024/02/07","レゾナック・ホールディングス","4004 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","200","2945","2968.5","589000","593700","--","--","--","--","--","1","--","--","--","--","2024/02/09","+4700"
"2024/02/07","デンカ","4061 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","200","2578","2584.5","515600","516900","--","--","--","--","--","1","--","--","--","--","2024/02/09","+1300"
"2024/02/07","デンカ","4061 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","2578","2585.5","257800","258550","--","--","--","--","--","1","--","--","--","--","2024/02/09","+750"
"2024/02/07","デンカ","4061 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","300","2578","2585","773400","775500","--","--","--","--","--","1","--","--","--","--","2024/02/09","+2100"
"2024/02/07","デンカ","4061 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","300","2578","2584","773400","775200","--","--","--","--","--","1","--","--","--","--","2024/02/09","+1800"
"2024/02/07","三井化学","4183 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","4311","4385.1","431100","438510","--","--","--","--","--","1","--","--","--","--","2024/02/09","+7410"
"2024/02/07","三井化学","4183 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","4311","4385.3","431100","438530","--","--","--","--","--","1","--","--","--","--","2024/02/09","+7430"
"2024/02/07","三井化学","4183 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","4311","4385.2","431100","438520","--","--","--","--","--","1","--","--","--","--","2024/02/09","+7420"
"2024/02/07","三井化学","4183 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","4311","4385.4","431100","438540","--","--","--","--","--","1","--","--","--","--","2024/02/09","+7440"
"2024/02/07","花王","4452 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","200","5710","5748.4","1142000","1149680","--","--","--","--","--","1","--","--","--","--","2024/02/09","+7680"
"2024/02/07","花王","4452 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","5710","5748.5","571000","574850","--","--","--","--","--","1","--","--","--","--","2024/02/09","+3850"
"2024/02/07","三菱電機","6503 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","400","2022.5","2021.1","809000","808440","--","--","--","--","--","1","--","--","--","--","2024/02/09","-560"
"2024/02/07","三菱電機","6503 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","200","2022.5","2021.1","404500","404220","--","--","--","--","--","1","--","--","--","--","2024/02/09","-280"
"2024/02/07","三菱電機","6503 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","2022.5","2021","202250","202100","--","--","--","--","--","1","--","--","--","--","2024/02/09","-150"
"2024/02/07","ＩＨＩ","7013 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","100","2761","2786","276100","278600","--","--","--","--","--","1","--","--","--","--","2024/02/09","+2500"
"2024/02/07","ＩＨＩ","7013 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","500","2761","2785.5","1380500","1392750","--","--","--","--","--","1","--","--","--","--","2024/02/09","+12250"
"2024/02/07","バンダイナムコホールディングス","7832 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","200","3046","3047.3","609200","609460","--","--","--","--","--","1","--","--","--","--","2024/02/09","+260"
"2024/02/07","バンダイナムコホールディングス","7832 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/07","買建","300","3046","3047.2","913800","914160","--","--","--","--","--","1","--","--","--","--","2024/02/09","+360"
"2024/02/08","ディー・エヌ・エー","2432 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","400","1338.5","1350.5","535400","540200","--","--","--","--","--","1","--","--","--","--","2024/02/13","+4800"
"2024/02/08","ディー・エヌ・エー","2432 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","1338.5","1350.8","133850","135080","--","--","--","--","--","1","--","--","--","--","2024/02/13","+1230"
"2024/02/08","ディー・エヌ・エー","2432 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","1338.5","1350.6","133850","135060","--","--","--","--","--","1","--","--","--","--","2024/02/13","+1210"
"2024/02/08","ディー・エヌ・エー","2432 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","1338.5","1350.6","133850","135060","--","--","--","--","--","1","--","--","--","--","2024/02/13","+1210"
"2024/02/08","ディー・エヌ・エー","2432 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","200","1338.5","1350.7","267700","270140","--","--","--","--","--","1","--","--","--","--","2024/02/13","+2440"
"2024/02/08","ディー・エヌ・エー","2432 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","1338.5","1350.8","133850","135080","--","--","--","--","--","1","--","--","--","--","2024/02/13","+1230"
"2024/02/08","アサヒグループホールディングス","2502 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","5544","5556.3","554400","555630","--","--","--","--","--","1","--","--","--","--","2024/02/13","+1230"
"2024/02/08","アサヒグループホールディングス","2502 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","200","5544","5556.1","1108800","1111220","--","--","--","--","--","1","--","--","--","--","2024/02/13","+2420"
"2024/02/08","レゾナック・ホールディングス","4004 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","2962","2964.5","296200","296450","--","--","--","--","--","1","--","--","--","--","2024/02/13","+250"
"2024/02/08","レゾナック・ホールディングス","4004 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","200","2962","2964","592400","592800","--","--","--","--","--","1","--","--","--","--","2024/02/13","+400"
"2024/02/08","レゾナック・ホールディングス","4004 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","300","2962","2964.5","888600","889350","--","--","--","--","--","1","--","--","--","--","2024/02/13","+750"
"2024/02/08","資生堂","4911 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","4220","4164.5","422000","416450","--","--","--","--","--","1","--","--","--","--","2024/02/13","-5550"
"2024/02/08","資生堂","4911 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","200","4220","4164.4","844000","832880","--","--","--","--","--","1","--","--","--","--","2024/02/13","-11120"
"2024/02/08","リクルートホールディングス","6098 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","5763","5802","576300","580200","--","--","--","--","--","1","--","--","--","--","2024/02/13","+3900"
"2024/02/08","リクルートホールディングス","6098 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","5763","5802.1","576300","580210","--","--","--","--","--","1","--","--","--","--","2024/02/13","+3910"
"2024/02/08","パナソニック　ホールディングス","6752 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","1414","1417.6","141400","141760","--","--","--","--","--","1","--","--","--","--","2024/02/13","+360"
"2024/02/08","パナソニック　ホールディングス","6752 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","1414","1417.8","141400","141780","--","--","--","--","--","1","--","--","--","--","2024/02/13","+380"
"2024/02/08","パナソニック　ホールディングス","6752 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","1414","1417.7","141400","141770","--","--","--","--","--","1","--","--","--","--","2024/02/13","+370"
"2024/02/08","パナソニック　ホールディングス","6752 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","800","1414","1417.7","1131200","1134160","--","--","--","--","--","1","--","--","--","--","2024/02/13","+2960"
"2024/02/08","京セラ","6971 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","300","2075","2112.2","622500","633660","--","--","--","--","--","1","--","--","--","--","2024/02/13","+11160"
"2024/02/08","京セラ","6971 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","200","2075","2112.1","415000","422420","--","--","--","--","--","1","--","--","--","--","2024/02/13","+7420"
"2024/02/08","Ｔ＆Ｄホールディングス","8795 ","東証","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","200","2362.5","2344.5","472500","468900","--","--","--","--","--","1","--","--","--","--","2024/02/13","-3600"
"2024/02/08","Ｔ＆Ｄホールディングス","8795 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","2362.5","2344.5","236250","234450","--","--","--","--","--","1","--","--","--","--","2024/02/13","-1800"
"2024/02/08","Ｔ＆Ｄホールディングス","8795 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","2362.5","2344.5","236250","234450","--","--","--","--","--","1","--","--","--","--","2024/02/13","-1800"
"2024/02/08","東京電力ホールディングス","9501 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","744.6","752.7","74460","75270","--","--","--","--","--","1","--","--","--","--","2024/02/13","+810"
"2024/02/08","東京電力ホールディングス","9501 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/02/08","買建","100","744.6","752.6","74460","75260","--","--","--","--","--","1","--","--","--","--","2024/02/13","+800"
